Geneid	Entity	Symbol	Label	SourceFile
gene-PHIKZ116	phage	gene-PHIKZ116	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p23	phage	gene-PHIKZ_p23	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ250	phage	gene-PHIKZ250	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ240	phage	gene-PHIKZ240	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p05	phage	gene-PHIKZ_p05	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ288	phage	gene-PHIKZ288	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ195	phage	gene-PHIKZ195	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p02	phage	gene-PHIKZ_p02	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p77	phage	gene-PHIKZ_p77	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ286	phage	gene-PHIKZ286	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ058	phage	gene-PHIKZ058	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ287	phage	gene-PHIKZ287	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ066	phage	gene-PHIKZ066	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ112	phage	gene-PHIKZ112	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ011	phage	gene-PHIKZ011	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ215	phage	gene-PHIKZ215	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ190	phage	gene-PHIKZ190	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ040	phage	gene-PHIKZ040	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ171	phage	gene-PHIKZ171	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ084	phage	gene-PHIKZ084	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ142	phage	gene-PHIKZ142	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ290	phage	gene-PHIKZ290	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ096	phage	gene-PHIKZ096	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ081	phage	gene-PHIKZ081	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ143	phage	gene-PHIKZ143	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p65	phage	gene-PHIKZ_p65	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ034	phage	gene-PHIKZ034	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p84	phage	gene-PHIKZ_p84	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ031	phage	gene-PHIKZ031	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ175	phage	gene-PHIKZ175	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ053	phage	gene-PHIKZ053	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ234	phage	gene-PHIKZ234	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ070	phage	gene-PHIKZ070	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ172	phage	gene-PHIKZ172	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ089	phage	gene-PHIKZ089	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ271	phage	gene-PHIKZ271	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ167	phage	gene-PHIKZ167	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ134	phage	gene-PHIKZ134	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p57	phage	gene-PHIKZ_p57	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_t05	phage	gene-PHIKZ_t05	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ267	phage	gene-PHIKZ267	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ131	phage	gene-PHIKZ131	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ210	phage	gene-PHIKZ210	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p08	phage	gene-PHIKZ_p08	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p09	phage	gene-PHIKZ_p09	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p71	phage	gene-PHIKZ_p71	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p69	phage	gene-PHIKZ_p69	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p38	phage	gene-PHIKZ_p38	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p78	phage	gene-PHIKZ_p78	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ137	phage	gene-PHIKZ137	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ232	phage	gene-PHIKZ232	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p86	phage	gene-PHIKZ_p86	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ280	phage	gene-PHIKZ280	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_t04	phage	gene-PHIKZ_t04	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ262	phage	gene-PHIKZ262	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_t02	phage	gene-PHIKZ_t02	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ133	phage	gene-PHIKZ133	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p24	phage	gene-PHIKZ_p24	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ254	phage	gene-PHIKZ254	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ108	phage	gene-PHIKZ108	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p11	phage	gene-PHIKZ_p11	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ278	phage	gene-PHIKZ278	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ082	phage	gene-PHIKZ082	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ258	phage	gene-PHIKZ258	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ245	phage	gene-PHIKZ245	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p60	phage	gene-PHIKZ_p60	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ211	phage	gene-PHIKZ211	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p46	phage	gene-PHIKZ_p46	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ223	phage	gene-PHIKZ223	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p45	phage	gene-PHIKZ_p45	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ061	phage	gene-PHIKZ061	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p12	phage	gene-PHIKZ_p12	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ182	phage	gene-PHIKZ182	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p72	phage	gene-PHIKZ_p72	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ239	phage	gene-PHIKZ239	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ191	phage	gene-PHIKZ191	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ017	phage	gene-PHIKZ017	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p07	phage	gene-PHIKZ_p07	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ114	phage	gene-PHIKZ114	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ244	phage	gene-PHIKZ244	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ067	phage	gene-PHIKZ067	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ165	phage	gene-PHIKZ165	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p28	phage	gene-PHIKZ_p28	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_t03	phage	gene-PHIKZ_t03	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ246	phage	gene-PHIKZ246	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p85	phage	gene-PHIKZ_p85	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p80	phage	gene-PHIKZ_p80	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ236	phage	gene-PHIKZ236	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ229	phage	gene-PHIKZ229	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ063	phage	gene-PHIKZ063	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ029	phage	gene-PHIKZ029	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ020	phage	gene-PHIKZ020	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ185	phage	gene-PHIKZ185	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ204	phage	gene-PHIKZ204	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ078	phage	gene-PHIKZ078	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ264	phage	gene-PHIKZ264	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p04	phage	gene-PHIKZ_p04	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ002	phage	gene-PHIKZ002	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ092	phage	gene-PHIKZ092	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ228	phage	gene-PHIKZ228	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ077	phage	gene-PHIKZ077	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ098	phage	gene-PHIKZ098	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ064	phage	gene-PHIKZ064	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p83	phage	gene-PHIKZ_p83	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p32	phage	gene-PHIKZ_p32	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ110	phage	gene-PHIKZ110	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ018	phage	gene-PHIKZ018	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ193	phage	gene-PHIKZ193	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ226	phage	gene-PHIKZ226	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ015	phage	gene-PHIKZ015	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ090	phage	gene-PHIKZ090	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_t06	phage	gene-PHIKZ_t06	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ057	phage	gene-PHIKZ057	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ115	phage	gene-PHIKZ115	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ238	phage	gene-PHIKZ238	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ094	phage	gene-PHIKZ094	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ302	phage	gene-PHIKZ302	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ227	phage	gene-PHIKZ227	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p91	phage	gene-PHIKZ_p91	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ251	phage	gene-PHIKZ251	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p36	phage	gene-PHIKZ_p36	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p42	phage	gene-PHIKZ_p42	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ266	phage	gene-PHIKZ266	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ248	phage	gene-PHIKZ248	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ265	phage	gene-PHIKZ265	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ087	phage	gene-PHIKZ087	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ008	phage	gene-PHIKZ008	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ214	phage	gene-PHIKZ214	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ007	phage	gene-PHIKZ007	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ085	phage	gene-PHIKZ085	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ184	phage	gene-PHIKZ184	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ270	phage	gene-PHIKZ270	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p35	phage	gene-PHIKZ_p35	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ109	phage	gene-PHIKZ109	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ181	phage	gene-PHIKZ181	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p90	phage	gene-PHIKZ_p90	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ169	phage	gene-PHIKZ169	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p17	phage	gene-PHIKZ_p17	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ202	phage	gene-PHIKZ202	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ305	phage	gene-PHIKZ305	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p48	phage	gene-PHIKZ_p48	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ203	phage	gene-PHIKZ203	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ141	phage	gene-PHIKZ141	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ121	phage	gene-PHIKZ121	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ196	phage	gene-PHIKZ196	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ224	phage	gene-PHIKZ224	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ049	phage	gene-PHIKZ049	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ201	phage	gene-PHIKZ201	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p21	phage	gene-PHIKZ_p21	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ273	phage	gene-PHIKZ273	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p76	phage	gene-PHIKZ_p76	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ075	phage	gene-PHIKZ075	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ144	phage	gene-PHIKZ144	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p54	phage	gene-PHIKZ_p54	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ103	phage	gene-PHIKZ103	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p51	phage	gene-PHIKZ_p51	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p75	phage	gene-PHIKZ_p75	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ168	phage	gene-PHIKZ168	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ129	phage	gene-PHIKZ129	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p27	phage	gene-PHIKZ_p27	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ260	phage	gene-PHIKZ260	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p06	phage	gene-PHIKZ_p06	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ303	phage	gene-PHIKZ303	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p10	phage	gene-PHIKZ_p10	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p58	phage	gene-PHIKZ_p58	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p63	phage	gene-PHIKZ_p63	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p29	phage	gene-PHIKZ_p29	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_t01	phage	gene-PHIKZ_t01	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ088	phage	gene-PHIKZ088	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ111	phage	gene-PHIKZ111	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ301	phage	gene-PHIKZ301	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p61	phage	gene-PHIKZ_p61	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ122	phage	gene-PHIKZ122	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ177	phage	gene-PHIKZ177	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p67	phage	gene-PHIKZ_p67	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ124	phage	gene-PHIKZ124	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ256	phage	gene-PHIKZ256	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ003	phage	gene-PHIKZ003	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ004	phage	gene-PHIKZ004	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ023	phage	gene-PHIKZ023	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p01	phage	gene-PHIKZ_p01	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p22	phage	gene-PHIKZ_p22	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ128	phage	gene-PHIKZ128	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ249	phage	gene-PHIKZ249	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ012	phage	gene-PHIKZ012	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ274	phage	gene-PHIKZ274	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p88	phage	gene-PHIKZ_p88	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ099	phage	gene-PHIKZ099	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ275	phage	gene-PHIKZ275	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ200	phage	gene-PHIKZ200	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ261	phage	gene-PHIKZ261	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p20	phage	gene-PHIKZ_p20	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ019	phage	gene-PHIKZ019	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ149	phage	gene-PHIKZ149	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ068	phage	gene-PHIKZ068	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ071	phage	gene-PHIKZ071	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ042	phage	gene-PHIKZ042	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ100	phage	gene-PHIKZ100	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ146	phage	gene-PHIKZ146	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ135	phage	gene-PHIKZ135	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ048	phage	gene-PHIKZ048	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ027	phage	gene-PHIKZ027	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p44	phage	gene-PHIKZ_p44	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ272	phage	gene-PHIKZ272	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ127	phage	gene-PHIKZ127	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ033	phage	gene-PHIKZ033	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ105	phage	gene-PHIKZ105	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ123	phage	gene-PHIKZ123	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ046	phage	gene-PHIKZ046	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p74	phage	gene-PHIKZ_p74	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ106	phage	gene-PHIKZ106	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ252	phage	gene-PHIKZ252	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ074	phage	gene-PHIKZ074	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ140	phage	gene-PHIKZ140	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p64	phage	gene-PHIKZ_p64	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ162	phage	gene-PHIKZ162	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ163	phage	gene-PHIKZ163	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ209	phage	gene-PHIKZ209	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ101	phage	gene-PHIKZ101	late	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ263	phage	gene-PHIKZ263	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p19	phage	gene-PHIKZ_p19	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ022	phage	gene-PHIKZ022	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ035	phage	gene-PHIKZ035	late	Ceyssens_non-directional_cleaned.tsv
