Geneid	0_R1	0_R2	15_R2	15_R3	60_R1	60_R2	60_R3	120_R1	120_R2	120_R3	gene_length	Entity	Symbol
gene-VC_RS07340	939.2413602615477	521.7215524755746	2034.2389997682014	1762.5714483387749	50.73719197854985	40.26438494214144	38.55490274151433	31.429511659029412	34.50513249535458	27.079944454095575	477	host	gene-VC_RS07340
gene-VC_RS18395	2485.338671932374	1613.183139020981	5361.653912095273	4176.943606289524	295.87127245860563	252.60703359450915	239.92212469343946	383.692616937618	399.0591181735664	302.5396202351861	699	host	gene-VC_RS18395
gene-VPVV882_gp48	6946.7323329501805	11461.92234599624	5428.12711394849	4287.621144063126	8281.862221474288	6311.371061265156	8204.492259236933	12108.860692858436	12033.146815521406	14173.62422323256	123	phage	gene-VPVV882_gp48
gene-VC_RS00860	46669.564902018974	28801.25714236711	114053.76557133681	85315.85350427503	4373.658303638129	2705.9065443871377	3632.104862388099	2393.7161537162356	2604.0579800232676	2052.7114055799216	234	host	gene-VC_RS00860
gene-VC_RS03195	1797.5527635133224	1137.1984431995295	4475.6897617002105	3581.0751196468063	185.24768891338414	159.6010479962978	148.38038295748777	136.0062904140709	151.87857074641332	130.27966080115252	1446	host	dacB
gene-VC_RS09365	3971.7568869490756	2613.782967414683	10825.236358674418	9134.497219960573	602.2088440380872	545.7957986511938	430.4146007314883	212.23651029274401	208.13706228625645	178.96761292390656	861	host	folD
gene-VC_RS11310	369.0926480980438	260.7746019209815	912.0220701030603	777.3657392015292	55.80680206994778	50.939408042417135	48.76097308225247	55.2985896083819	61.55076530040105	51.68177269910576	1347	host	deoA
gene-VC_RS04020	1493.627142056807	1128.2471265723118	4560.967054016471	4281.5798099229405	297.6539221334202	234.2441928645639	205.42215376034358	237.185573222111	208.88337153023213	198.63285707122859	324	host	fdxA
gene-VC_RS07950	991.5904028116956	689.2042139746324	2944.3732396900955	2498.342552936007	144.7341867372604	101.05741400754086	111.82558492645386	112.0982078994223	110.60865146744997	94.66834255391943	774	host	gene-VC_RS07950
gene-VC_RS02675	1880.9670165827326	1247.0013211869775	5093.257580550672	4487.023814617651	298.05088412026174	263.73341763182685	220.57062562542782	219.3546473309378	203.64388831011684	193.07739289450618	804	host	gene-VC_RS02675
gene-VC_RS01540	1193.213438285408	886.708879016565	3177.8283652439814	3062.680968307811	165.5746597030497	123.03160038600804	114.21287720269943	146.2322663418604	139.66963205844303	125.39069742329474	423	host	gene-VC_RS01540
gene-VC_RS04390	2576.95199432263	1416.7084195572945	6535.088527706308	5868.584909296756	210.90061631546186	170.1082047038168	160.7223680964903	263.3864888117888	305.05829566281665	221.35350780306933	1038	host	gene-VC_RS04390
gene-VC_RS06460	427.18144560502685	274.60021632481187	1020.5886181374854	878.7850580082705	64.15279144802726	54.40068811444653	55.32663218364805	68.21494548459025	83.02487148892624	62.571780378511036	1509	host	mglA
gene-VC_RS08305	2085.342939505601	1342.9009999250873	4514.270676214531	3890.1238046203457	230.75804415356356	220.52439022584136	223.84566530835644	213.59494347860456	207.92627486805637	174.11483314405407	1338	host	mukF
gene-VC_RS09320	665.1881311098429	465.1161592497147	1469.1183094543621	1401.0358139570108	64.31605287297279	53.48832626671915	53.35065841910896	55.32010428111777	63.05571266607783	55.12866869472442	1833	host	gene-VC_RS09320
gene-VC_RS07920	2303.2116813397533	1433.6582885445991	6260.90788007984	4617.736902437552	401.72742375257565	289.96991376383613	312.047808888217	266.2825480397608	274.2452125497678	231.90662837580447	696	host	rsuA
gene-VC_RS17895	872.4793161533752	806.6190447828108	2289.9602590556556	1890.2415796407327	252.8018073819568	216.25387823963868	200.64676609293582	347.2064166401958	384.7390641980915	321.9426541585251	1209	host	gene-VC_RS17895
gene-VC_RS11660	1461.056632606049	918.1218518629394	3309.7657120434633	2708.699024241504	223.641533773583	229.49521887152582	182.31364658487402	209.71591170598361	216.18622847948515	202.87047174885535	546	host	ampD
gene-VC_RS08860	1482.6445895416837	1178.4937002162271	5095.24253052726	4649.404952285235	216.21446994220452	186.55977219396925	147.04810077891025	145.60142921879347	129.4797198748609	136.72482106208903	1071	host	tolA
gene-VC_RS12665	4288.469476440532	2864.018038076046	10321.77245499836	9246.929366528384	542.7825973460676	449.6209119065614	422.4727103935275	585.1358576601706	662.446302703014	536.3292736095781	834	host	gene-VC_RS12665
gene-VC_RS06120	9465.410311028343	6068.848051223052	25350.32640477635	18381.914491868574	495.49356447869235	351.96770625021765	448.3364663139586	436.22118506079346	464.8972690178153	364.64772477867206	279	host	yfaE
gene-VC_RS04970	2890.0261189871408	1829.8121564726018	7463.705449063998	6425.428414566523	357.78319868941804	343.9038575559858	296.53356754236216	214.21731002748683	223.44975632395187	178.76418949423896	885	host	gene-VC_RS04970
gene-VC_RS04430	2256.208277504522	1608.1325708838992	5533.175579445702	4984.892387128368	477.8101674343599	418.3682671479192	381.6817779715214	478.52643317470046	504.42368795636634	450.6306356831648	1452	host	thiI
gene-VC_RS06690	1498.7693965183373	1069.63284146744	3964.8839593522807	4008.695818675575	220.29114144359073	147.0123360544672	167.12310814400834	214.3062337759416	231.7770764354035	213.76787110763402	531	host	gene-VC_RS06690
gene-VC_RS12065	2937.048329758764	1986.7624927230167	7144.145114173214	6779.638840630811	463.58573602809963	401.17582020625633	374.91133016013174	346.75404717814104	324.788810173256	323.9342950222015	1071	host	lptG
gene-VC_RS14840	1094.1687203439399	833.8140267282383	3128.3965671707265	2883.4625512146804	216.50907803249754	178.10118508259674	173.86709831735322	272.3910194671677	275.49012761476774	243.98143822008564	387	host	gene-VC_RS14840
gene-VC_RS02405	3785.90865374568	1686.8580817481798	8889.967089188534	6739.964206949552	294.0545416625679	245.2393284480026	240.2721373523432	350.9135201315874	353.21431736398034	280.78009141251096	732	host	rsmE
gene-VC_RS13360	1458.723066153153	1203.8370451242515	5271.3411222724735	5356.378396933486	229.65335524211656	207.4270971895	152.1733784521905	161.46858467346618	147.44767521130336	151.23955255347855	1362	host	glmU
gene-VC_RS00610	1513.5640621376533	1090.9977779677852	3668.2137401195623	3386.2870509644285	136.35765208305563	114.9336392514839	102.92839732847685	133.0739427095224	116.24422777020095	111.0558312605814	597	host	gene-VC_RS00610
gene-VC_RS15815	2701.5659029551193	1961.728127523238	7529.290647750083	6735.343559639392	538.7976988296839	448.64109451104645	464.71636054858124	519.901127765104	504.25353109751376	510.6763525707044	522	host	gene-VC_RS15815
gene-VC_RS13720	192.9369750885676	139.6287969563544	478.453158643147	360.995718757333	29.860873277278007	24.55336324595123	27.733575533391146	39.09241498639695	39.475656467532886	35.99366518054674	921	host	pstC
gene-VC_RS17510	3220.6335250599905	2543.1498748796084	10220.962313820044	9789.838132881654	557.9596335048523	456.05910202611005	391.9238459901292	332.2784067259067	335.1232312753633	297.0672569342353	162	host	gene-VC_RS17510
gene-VC_RS01685	293554.8499126047	179376.20598701152	627775.7568186759	482222.4707191591	21627.562574145995	14545.205710249817	18872.73359940381	10451.75515394441	9863.409354510415	8711.695069709362	76	host	gene-VC_RS01685
gene-VC_RS06750	1202.1296726611636	832.3503041864234	2949.3702323507496	2553.9006906015516	190.16930969630118	147.74510385293564	158.3571776784355	195.88423319345654	223.8927347198483	184.96911969246483	1236	host	gene-VC_RS06750
gene-VC_RS07825	943.3216537897605	490.8504546959548	1799.7399760448543	1507.5247998163807	124.03865155702766	99.89817552475472	106.80544556303133	116.88211161535708	138.33288325182139	104.1649766826702	507	host	gene-VC_RS07825
gene-VC_RS01135	3388.7768364504896	2387.6972199270203	9252.605965571409	6389.353042308379	179.97720461682448	135.3745484843512	135.9974681442805	136.94607355528976	147.00670621948456	132.31263502032803	381	host	gene-VC_RS01135
gene-VC_RS07585	144.68102792204343	119.91171720264296	381.0075124292142	334.8208025936593	34.527348921958776	28.076374063056427	23.664867291996966	52.306507021569026	58.50718085354493	49.96066216611821	993	host	gene-VC_RS07585
gene-VC_RS02980	6669.401813741719	3712.6486531536275	15478.700901674012	11521.978168034802	662.9975023826261	603.018999223415	566.611638484141	346.84383363220934	428.5178111846573	295.4102322818759	534	host	hpt
gene-VC_RS02515	2805.346355211576	1775.2108418719765	6762.975450577238	5636.387414217587	282.3441014080307	217.12609613132457	233.93243825844462	198.22610970819568	255.19053469397127	176.29457474359972	876	host	gene-VC_RS02515
gene-VC_RS07605	199.26996726959806	308.7060541761375	798.9089649760085	1219.420060295917	56.936433189604216	39.714871003725115	40.75176329658638	82.39697332778051	75.5864440885609	85.32609682086935	351	host	gene-VC_RS07605
gene-VC_RS12810	1713.312229195586	977.5084265648179	3629.517942417569	3000.4104125271065	133.34237230726325	104.53873069988802	107.75951171595231	69.91721585631029	81.54694536138474	67.38990638448446	363	host	frdD
gene-VC_RS15530	3971.5558855416757	3108.179265789521	12412.82701719263	9930.713455072111	519.9100478928738	417.76128745256483	429.65056103395807	424.52322757012615	489.0052580001733	356.6178575682033	426	host	gene-VC_RS15530
gene-VC_RS13150	1560.306925184343	1166.4228752544436	4259.295026101441	4194.200630128594	178.35676159806556	129.60016068358462	142.97911453995988	175.59718164247698	162.6565429479462	162.26447482354757	441	host	gspG
gene-VC_RS13550	1558.3710605128986	1093.985970790091	3738.468525814512	3305.639863912779	177.43138250563254	140.0838872930677	148.5735781017086	135.11150833761403	149.829580703027	121.41266941132567	837	host	gene-VC_RS13550
gene-VC_RS02025	1713.240234228466	1360.8266877968508	5832.193227530584	5236.321394532713	163.91280098139387	147.75030120418103	106.04924915811091	127.11281033432849	116.7903447735502	108.34076060438555	651	host	gspM
gene-VC_RS04775	53542.00273982405	36639.25796107153	144956.32520228977	109851.55860403164	3308.4922489659753	2649.1921511478968	2709.950675791059	1726.9475799719744	1590.9834915287822	1375.3172164540626	510	host	crr
gene-VC_RS02155	1294.7078046564195	989.1686177898333	3036.9240342726393	3134.886043680665	248.75818219170756	219.82801645421284	216.65617779411238	208.4254561925866	231.58190487029134	175.93164410999083	384	host	gene-VC_RS02155
gene-VC_RS01030	1893.3163561074932	1099.8425975554376	4083.608774914083	3815.6227579277734	142.5070641733972	118.4579540265315	114.81107831293181	99.65900565721672	109.05287202029521	87.60275803304063	642	host	pyrE
gene-VC_RS02400	2516.5451818412052	1423.3934320633728	5958.007610275625	6125.701790802467	177.40666200650256	183.6968406457568	136.34933584851711	193.41333425655813	186.61637489054047	163.28424465090123	957	host	gshB
gene-VC_RS07165	2344.0610960654017	1690.8271595875872	6330.402465333705	5902.210845414433	543.5183253435503	392.7271210655031	405.4384613690992	321.6105210362855	297.2436913782657	284.25314437859225	450	host	matP
gene-VC_RS01020	1986.3076780477556	1381.6236354477253	5185.207469172017	4641.428906590375	256.7263609848895	245.64128691750398	197.1356837079094	182.31137677353402	157.11213443263875	160.72088416073916	867	host	gene-VC_RS01020
gene-VC_RS00145	131.48255661191504	85.16328434949124	350.4774986958867	283.3582785639116	19.850426979796815	17.277532464218996	15.706749842015496	18.512506549612137	18.778817187028455	15.451475518246925	1524	host	gene-VC_RS00145
gene-VC_RS04045	852.6783671342916	575.9385290374261	2096.1040078033147	1674.9883525789621	40.57012604242265	23.507823645183677	25.464985914076188	24.279021320118044	25.08826654854362	21.88932433466999	705	host	gene-VC_RS04045
gene-VC_RS08040	1777.0911414534728	1137.2076955605705	5301.267513982052	4422.722054562428	235.53406868694017	221.01995065331514	212.10353664432873	210.00741998126122	248.87615228223254	190.09006251181577	267	host	gene-VC_RS08040
gene-VC_RS12350	809.45167862203	570.398922204157	1859.275783045019	1808.638656647629	96.76581879242369	88.97130221086093	76.65081854562969	97.6913364362351	98.49412820502333	93.28202105094428	1908	host	cpdB
gene-VC_RS12650	8574.518536611236	3574.511694310042	13865.26203690347	10634.275604840419	504.06563454795827	430.24443587368876	421.79951786328587	451.05981201800427	539.1387073927441	381.26118679454044	1017	host	trpS
gene-VC_RS09075	3243.1803330836233	2134.780849218035	8047.121777966574	7456.030283927999	557.9788159448943	442.2037727352625	415.8836556280997	393.4875869122579	448.28739933314574	332.3842829709838	531	host	gene-VC_RS09075
gene-VC_RS12560	6032.9689127415195	5295.378602575823	16761.268284991704	16585.384845900662	669.5448368555506	728.4336488554533	450.8796829799725	449.1991957523103	329.97349477935285	378.2069084484097	606	host	slyD
gene-VC_RS12975	2797.908862213724	1977.0500935916514	7987.65405413569	7042.27410495356	346.31977252025314	284.12368406753035	235.6132945314765	202.18827579076398	228.9183790176882	190.75783880938124	477	host	trmL
gene-VC_RS04955	6198.922349224377	3811.1006818389865	15935.691354565293	13538.21451984013	959.8120381565967	806.5421832730766	787.4016344007084	343.853608127484	359.72786150761397	281.4387568104874	1515	host	purF
gene-VC_RS15595	1871.2771864973065	1774.0575191291016	4563.4648453932605	4612.911681013896	635.2282458526569	608.6003111085997	522.6470347467115	1032.0106256744218	1043.4174156821164	1079.6030952716862	198	host	gene-VC_RS15595
gene-VC_RS04095	1292.4587100844997	1008.1204096897599	3574.1239957530056	2926.211596653167	276.8735787072274	189.69243498584362	233.47037788232092	234.96111819137704	299.1560928111028	222.90019929815352	939	host	gene-VC_RS04095
gene-VC_RS03625	3070.04652631164	1841.391850085766	6732.538687516789	6427.764470640037	274.3173202971417	214.13477169057688	213.91199083119815	225.77156626113157	276.66497219464645	219.50194465485282	915	host	rdgC
gene-VC_RS17235	2151.5221231673368	1505.383368918128	5249.97319841377	4415.509372849938	360.2633888115848	321.5283536158725	278.8550999921974	280.75370212185436	274.19368238248364	244.77251080534162	1911	host	speA
gene-VC_RS02370	1331.2734331094293	893.6160800284474	3464.797592117255	3070.5143126433463	102.0942681996122	73.26590220138075	76.63489992352338	60.27411013395858	63.89894478584988	59.24785432738871	1038	host	gene-VC_RS02370
gene-VC_RS11145	917.1110963526404	723.0795271791849	2291.637031076867	2339.6113223684965	198.77585079715172	189.39274870241783	136.3236648326199	182.91328916366842	188.90374516852387	166.75057709146841	606	host	gene-VC_RS11145
gene-VC_RS04300	594.9824225434822	431.2555729356206	1135.5920287873262	1055.8326816713975	117.76439323482816	103.35795178719461	99.17648516567195	118.34895883284065	112.19862794395756	107.42295052047233	1560	host	gene-VC_RS04300
gene-VC_RS10845	2166.8658954868574	1327.9302667879685	4587.9216682015085	4101.604597052142	186.34883905742424	158.8937209726623	161.18275934911534	144.06394669106547	140.08741938353006	125.05220031539484	3480	host	dnaE
