Geneid	0_R1	0_R2	10_R1	10_R2	35_R1	35_R2	gene_length	Entity	Symbol
gene-PA0255	34123.99470924892	21117.108316907656	0.0	0.0	0.0	0.0	687	host	gene-PA0255
gene-PA0298	22178.982370155165	10675.094491328595	3.8333653646735724	2.4012544517998906	1.0758713435564662	0.6188003092495739	1359	host	spuB
gene-PA2014	10413.639110365142	11277.56017857242	0.4984255195743766	0.5073546019894358	0.19484397066807532	0.0	1608	host	liuB
gene-PA0221	15740.181631458638	15734.765090797788	0.0	0.0	0.0	0.0	1383	host	gene-PA0221
gene-PA4597	12791.420040565185	6296.637766369601	0.2782875817623603	0.0	0.0	0.0	1440	host	oprJ
gene-PA2341	9027.02516952407	6517.2746692343035	0.36004862330440146	0.0	0.0	0.0944462736152483	1113	host	gene-PA2341
gene-PA2551	8973.81119478411	11661.940043179711	0.429511380212003	1.3116176848858727	0.22387217208593438	0.33800225895103325	933	host	gene-PA2551
gene-PA0783	14312.078367065938	20268.467129615758	9.484831189060328	10.191122813925867	1.7852370645827074	1.8660124710136925	1521	host	putP
gene-PA1076	9225.967872984656	44961.115951597814	0.0	0.0	0.0	0.0	363	host	gene-PA1076
gene-PA3467	14688.712008304516	9279.25565570257	0.0	0.0	0.07634237447228683	0.38420578411466133	1368	host	gene-PA3467
gene-PA2017	12603.86256196452	5849.779602304661	0.0	0.0	0.0	0.0	930	host	gene-PA2017
gene-PHIKZ241	5074.28233014156	5495.247505195288	421.3779965303521	394.3159966661895	42.091021154502286	39.499148830871654	330	phage	gene-PHIKZ241
gene-PA1008	17663.64102264467	80341.90972785516	0.0	0.0	0.220329890882043	0.4435388292564192	474	host	bcp
gene-PA2435	7588.428258066684	9131.075914977066	0.0	0.0	0.0	0.0	1986	host	gene-PA2435
gene-PA3480	35439.43214702042	198294.11632503633	2.120286337237031	1.438846913578506	0.18419112571091428	0.1853945370965985	567	host	gene-PA3480
gene-PA4123	20630.552389487246	6206.131679378662	0.27428755491978013	0.0	0.0	0.0	1461	host	hpcC
gene-PA3204	24697.834350246532	26746.779892543436	0.5910532709997033	0.6016417404122513	0.0	0.0	678	host	gene-PA3204
gene-PA5542	20174.857457189333	8739.42976729853	0.3218747933636938	0.32764104417631035	0.08388463315509107	0.0844326927982099	1245	host	gene-PA5542
gene-PA1866	7354.032362523999	7964.126819123605	0.1759921465690816	0.17914497145345032	0.0	0.046165438091247846	2277	host	gene-PA1866
gene-PA2287	13164.411705555935	8553.923003370024	0.0	0.0	0.0	0.0	636	host	gene-PA2287
gene-PA0966	16579.33830640312	41894.46117822151	1.322554844019138	2.0193717821757744	0.34467448276596824	0.3469264110025457	606	host	ruvA
gene-PA5214	30055.364570838472	102296.14586594305	2.0550467576297375	0.0	0.8033566790622183	0.0	390	host	gcvH1
gene-PA2392	6145.00245485033	7763.927667890591	0.0	0.0	0.0	0.06429278442432498	1635	host	pvdP
gene-PA2291	11089.491185077582	20015.802171241114	0.294874258821044	0.0	0.0	0.0	1359	host	gene-PA2291
gene-PA5328	21468.11755059891	0.0	1.0275233788148688	0.0	0.0	0.2695351347019778	390	host	gene-PA5328
gene-PA1231	11052.892204268745	3989.9486836401434	0.0	0.0	0.0	0.11564213700084858	909	host	gene-PA1231
gene-PA1044	3601.10358913272	7799.706136406215	0.0	0.0	0.4491886807659715	0.0	465	host	gene-PA1044
gene-PA0676	6977.138203944646	7555.965319643522	8.76605882551435	2.9743663541630676	1.631818254345131	2.6279675633442836	960	host	vreR
gene-PA4225	8943.072173011922	7013.271677901169	1.4022004119738818	1.277076003681696	0.2884982549118464	0.6001251894193208	5430	host	pchF
gene-PA4118	49941.62082823536	31814.59081955167	0.7030423118206998	0.0	0.0	0.0	570	host	gene-PA4118
gene-PA4181	20931.414611833938	7555.965319643522	0.5565751635247206	0.0	0.0	0.0	720	host	gene-PA4181
gene-PA1807	7275.972801134081	12382.215048950276	0.2487486764356293	0.2532049037861617	0.06482704424462346	0.06525059126863522	1611	host	gene-PA1807
gene-PA1330	19321.305795539018	16274.386842309123	0.0	0.0	0.0	0.0	780	host	gene-PA1330
gene-PA2495	9440.525265379647	1277.9645360919274	0.0	0.0	0.0	0.0	1419	host	oprN
gene-PA3782	12286.784258518874	11405.230671160032	0.0	0.0	0.10947208414893961	0.0	954	host	gene-PA3782
gene-PA0441	22094.270979158046	11333.947979465282	0.0	0.0	0.2175757672460175	0.07299909898178565	1440	host	dht
gene-PA3789	13008.223770066288	14087.392968826904	0.0	0.0	0.0	0.07423637184588372	1416	host	gene-PA3789
gene-PA3110	25371.4116507078	27476.237525976438	2.4286916226533264	0.6180501515144037	0.15823692163346725	0.3185415228296101	660	host	gene-PA3110
gene-PA0588	11320.161828552935	20746.488241142895	1.8755106914405562	4.030342641700791	0.4344726709436854	0.7106308543624688	1923	host	gene-PA0588
gene-PA1726	11674.165883724374	19754.157698414434	0.1746118160077555	0.17773991285381543	0.1365181284680894	0.04580335622386551	2295	host	bglX
gene-PA1490	2155.1006035350256	2333.8889018203927	0.5157453252738724	0.5249846846840495	0.0	0.0	777	host	gene-PA1490
gene-PA2321	6415.759267995076	38214.07747865689	0.0	0.7814427203055678	0.0	0.0	522	host	gene-PA2321
gene-PA3726	18605.701877185722	16791.03404365227	0.0	0.0	0.19340068199645996	0.0	540	host	gene-PA3726
gene-PA2583.1	2049075.32515848	12861048.338803763	10.545634677310495	5.3672776315724535	5.496650962004653	9.681985759689466	76	host	gene-PA2583.1
gene-PA1112b	52328.53652958484	453357.91917861125	0.0	0.0	0.0	0.0	192	host	gene-PA1112b
gene-PA2754	20297.12932056624	5495.247505195288	1.2143458113266632	1.2361003030288074	0.0	0.0	330	host	gene-PA2754
gene-PA4324	27908.552815778585	70522.34298333953	0.0	1.1330919444430734	0.2901010229946899	0.2919963959271426	360	host	gene-PA4324
gene-PA0564	23869.15701349484	11930.471557331875	1.757605779551749	0.894546271928742	0.9161084936674418	0.576308676171992	912	host	gene-PA0564
gene-PA3364	10122.273041992234	14094.02857550087	8.997484508793411	4.579335319510867	2.615418549278552	1.6339694694368605	1158	host	amiC
gene-PA0895	13714.276567950163	62378.485194108674	0.0	0.0	0.0	0.0	1221	host	aruC
gene-PA2166	13725.51777825176	4954.731357143292	0.0	2.2290333333306362	0.5706905370387343	0.8616287092932077	366	host	gene-PA2166
gene-PA0543	10368.502594097306	3742.893037594314	0.0	0.0	0.0	0.0	969	host	gene-PA0543
gene-PA3133.3	264396.8161494813	2767869.401300995	0.0	0.0	0.0	0.0	76	host	gene-PA3133.3
gene-PA5099	17406.5817977829	3770.1282260175576	0.0	0.0	0.14474895118238168	0.21854200110971175	1443	host	gene-PA5099
gene-PA4947	39869.361165397975	95243.26033164102	10.663793049045067	9.997870098027118	3.2910620255700125	3.165339081899277	1428	host	amiB
gene-PA2662	9817.078879922115	0.0	0.0	0.0	0.0	0.08803911434989226	1194	host	gene-PA2662
gene-PA1286	8372.565844733575	1511.1930639287043	0.33394509811483236	0.679855166665844	0.435151534492035	0.3503956751125712	1200	host	gene-PA1286
gene-PHIKZ219	0.0	3198.2921987909085	939.2868473960048	898.559897529777	233.3701562757284	250.74611142314947	1134	phage	gene-PHIKZ219
gene-PA0482	23833.750338543694	14987.038650532606	0.7359671583797958	0.7491516988053377	0.0479505823131719	0.04826386709539548	2178	host	glcB
gene-PA1767	16449.048810871464	40377.653574519405	3.149187565719441	3.4727375900416395	1.0942906957756477	0.8260801770826826	1527	host	gene-PA1767
gene-PA1198	56900.93292537381	472431.2296942162	1.2968741674362423	0.0	0.1689908871813728	0.0	618	host	gene-PA1198
gene-PHIKZ_p25	0.0	0.0	467.5231373607653	419.2440194439372	34.086870201876074	35.03956751125712	144	phage	gene-PHIKZ_p25
gene-PA3833	31765.832473243918	19657.79595354412	2.172000638145251	0.0	0.0	0.569749065223693	369	host	gene-PA3833
gene-PA1131	7917.319947738606	12861.217565350675	0.0	0.0	0.0	0.08283585700060785	1269	host	gene-PA1131
gene-PA1848	11449.662693652752	7749.708020147201	0.0	0.0	0.0	0.0	1170	host	gene-PA1848
gene-PA2911	22513.158043326253	15973.667991457793	0.1857830865729248	0.18911131200718886	0.0	0.0	2157	host	gene-PA2911
gene-PA5125	21063.058728889493	25344.957047022293	0.0	0.0	0.0	0.0	1431	host	ntrC
gene-PA4284	9407.37735363323	28137.784175879566	3.0017536909198412	8.402704307105937	1.6204679936139985	2.6434344671413874	3738	host	recB
gene-PA2217	9514.279369015425	1144.8432302490182	0.0	0.0	0.19779615204183404	0.06636281725616877	1584	host	gene-PA2217
gene-PA2725	9776.881559667656	11550.52023384997	0.21270388414957475	0.21651438428848535	0.0	0.0	1884	host	gene-PA2725
gene-PA0681	14884.561501748578	4029.8481704765445	8.90520261639553	8.158261999990128	5.569939641498046	5.13913656831771	450	host	gene-PA0681
gene-PA1225	18694.724374205747	14461.177645250758	1.2782587487649086	0.650579106857267	0.16656518066680764	0.16765343306821587	627	host	gene-PA1225
gene-PA2693	13369.366618337044	10858.87231565536	0.0	0.0	0.0	0.20981776952848571	501	host	gene-PA2693
gene-PA5353	9553.049863591688	7389.697134125692	2.9393700567564705	4.986712713930396	0.8511521457056918	1.4564123415436943	1227	host	glcF
gene-PA5446	49250.387321962204	133340.56446429744	11.786297580523495	3.9991480392108474	2.047771927021341	3.607014302629409	204	host	gene-PA5446
gene-PA3178	22149.645091887764	9594.876596372726	1.0601431686185154	2.158270370367759	0.2762866885663714	0.5561836112897955	378	host	gene-PA3178
gene-PHIKZ_p52	0.0	0.0	18.112276507923113	32.26431299431124	40.122446570113055	48.69905993089972	177	phage	gene-PHIKZ_p52
gene-PA0641	11580.312371692356	7022.971915353313	3.436447482675453	4.73923933609385	1.8200528911534073	1.9191796313219665	3615	host	gene-PA0641
gene-PA0136	15978.179093003002	6921.494949291774	0.2549199222250629	3.113840458011499	0.2657413951096397	1.9392127057756798	1572	host	gene-PA0136
gene-PHIKZ016	10465.707305916969	0.0	509.2662746251194	504.7924612493892	88.3357615018831	87.81791607508815	480	phage	gene-PHIKZ016
gene-PA1692	0.0	27167.515756021647	0.0	1.5277644194738067	0.0	0.0	267	host	gene-PA1692
gene-PHIKZ069	4001.226210147467	3249.8775568359233	19149.297658422787	19264.26878534109	3831.080348399553	3803.5513328393454	1674	phage	gene-PHIKZ069
gene-PA3198	13342.734413918048	21674.482191806117	0.0	1.6251517928267187	0.41608114851828043	0.13959987056277734	753	host	gene-PA3198
gene-PA4966	16513.936577383778	14307.153267964064	0.0	0.0	0.0	0.0	1014	host	gene-PA4966
gene-PA0025	16237.703456452993	30773.38602909361	0.0	0.0	0.1265895373067738	0.12741660913184405	825	host	aroE
gene-PA4747	575345.5503560507	3445520.1857574456	67.81654300178134	76.35296487170248	22.226201454054706	25.87537293138987	390	host	secG
gene-PA4139	16745.13168946715	24179.08902285927	6.6789019622966475	6.79855166665844	0.34812122759362796	0.7007913502251424	300	host	gene-PA4139
gene-PA2609	10210.446152114115	7371.673482579045	0.4072501196522346	0.41454583333283174	0.1061345206078134	0.0	984	host	gene-PA2609
gene-PA4732	15085.704224745179	19604.666775291298	0.48136230358894755	1.224964264262782	0.37634727307419236	0.5050748470091115	1665	host	pgi
gene-PA3388	26465.00698047969	20844.04226108558	0.0	0.0	0.0	0.0	696	host	gene-PA3388
gene-PA1989	17534.169308342567	7912.005570307352	0.0	0.0	0.0	0.6420863156513085	1146	host	pqqE
gene-PA0436	43143.65652680747	43802.697505179836	2.581218149679864	1.3137297906586358	0.5045235182516348	0.6770930920049685	621	host	gene-PA0436
gene-PA2228	11052.892204268745	10473.615294555377	11.241716174162674	12.116230693054646	2.412721379361778	2.1682900687659106	1212	host	gene-PA2228
gene-PA1709	9428.565140465736	63306.73646187814	0.4512771596146383	0.9187231981970866	0.11760852283568513	0.11837691726776053	888	host	popD
gene-PA3063	9817.078879922115	6581.410328667724	0.0	0.0	0.0	0.058692742899928166	3582	host	pelB
gene-PHIKZ001	0.0	0.0	144.8807964128965	130.74137820497	445.5951713198438	410.77154528581417	390	phage	gene-PHIKZ001
gene-PHIKZ119	3135.7924512110762	0.0	2000.668834998074	2031.162795690426	57311.31504297299	57485.75697776613	534	phage	gene-PHIKZ119
gene-PA2494	9976.716904981995	7961.129969897218	0.2513227455238625	0.1279125431168098	0.09824681869998907	0.06592580905222412	3189	host	mexF
gene-PA0122	57039.37801764966	30885.69765693702	0.9750221842768828	2.9774678832080763	0.5082061716695299	0.5115265330110528	411	host	gene-PA0122
gene-PA4959	19358.533745048728	35814.40209310802	0.0	0.0	0.15091960733827803	0.050635213166556524	2076	host	fimX
gene-PA3261	6724.952485729779	14565.716278830885	1.6093739668184692	0.5460684069605173	0.13980772192515178	0.1407211546636832	747	host	gene-PA3261
gene-PHIKZ208	0.0	1647.076908914119	3187.310326094373	3138.078071749155	626.4284978278799	616.1999147619985	1101	phage	gene-PHIKZ208
gene-PA4974	30046.47508116949	38796.67493315928	0.829677262397099	1.1260541062788307	0.1441495766433242	0.14509137685820753	1449	host	gene-PA4974
gene-PA2888	18640.22080460165	2242.9581653858318	0.0	0.0	0.0	0.0	1617	host	atuC
gene-PA0297	28909.257896822433	62615.17077632878	2.128733693162278	3.2503035856534375	0.8321622970365609	0.6979993528138868	753	host	spuA
gene-PA1667	6285.710093643825	4084.3055781856874	0.6017028794861844	0.612482132131391	0.0	0.0	1332	host	gene-PA1667
gene-PA0647	33158.67661280624	0.0	25.128542036363623	25.57870924089314	12.752955862340826	11.448571563084009	303	host	gene-PA0647
gene-PA4383	13082.13413239621	18889.9132991088	0.0	0.0	0.0	0.2737466211816962	384	host	gene-PA4383
gene-PA2631	3930.782086729378	46825.70057243872	0.0	1.9150849765235043	0.2451557940800197	0.0	426	host	gene-PA2631
gene-PA3260	21468.11755059891	81371.93421154561	0.0	0.0	0.3347319496092577	0.3369189183774723	312	host	gene-PA3260
gene-PHIKZ010	0.0	0.0	4277.568015392749	4207.287606125176	1198.017190132554	1164.3608008625783	261	phage	gene-PHIKZ010
gene-PA3264	12523.068571182695	9687.135025184001	0.0	0.0	0.11157731653641921	0.0	936	host	gene-PA3264
gene-PA4719	21965.06471612203	46175.343620043735	15.769629633200415	11.016171682085435	4.8350170499114995	3.2444043991904734	1296	host	gene-PA4719
gene-PA4868	27564.002781015883	6396.584397581816	0.0	0.23980781892975098	0.06139704190363809	0.123596358064399	1701	host	ureC
gene-PA0732	4811.819450996307	5211.010565271394	0.7676898807237525	1.1721640804583517	0.300104506546231	0.10068841238866987	1044	host	gene-PA0732
gene-PA4960	28557.58892777343	32332.502763125765	0.0	0.0	0.16191685004354786	0.1629747326104982	1290	host	gene-PA4960
gene-PA2048	5638.091477935068	0.0	1.3492731236962925	2.746889562286239	2.461463225409491	0.707870050732467	297	host	gene-PA2048
gene-PA4607	19816.723892860533	53651.824754865236	0.7904025990883606	0.8045623274152001	0.41197778413447095	0.4146694380030428	507	host	gene-PA4607
gene-PA3368	93028.5093859286	465610.83591316827	0.0	0.0	0.0	0.0	666	host	gene-PA3368
gene-PHIKZ_p40	17442.845509861614	37779.8265982176	3038.9003928449742	3076.344629162944	1134.6576261879811	1122.3611468449546	96	phage	gene-PHIKZ_p40
gene-PA1085	20879.216570407916	12059.396021376193	0.3331123173215285	0.0	0.08681327371412167	0.2621414028273599	1203	host	flgJ
gene-PA0910	6644.893527566329	0.0	0.7951073764638866	0.8093513888879096	0.0	0.41713770846734666	504	host	gene-PA0910
gene-PA4240	68697.97616191651	334787.3864703591	258.9358914613469	249.97751512790265	54.62825417623085	54.44609720979951	390	host	rpsK
gene-PA0048	30524.979642257826	4722.4783247772	0.0	1.0622736979153813	0.0	0.0	384	host	gene-PA0048
gene-PA4885	24268.3067963292	10512.64740124316	2.9038704183898467	3.547070434778317	1.6649276102303947	1.523459457011179	690	host	irlR
gene-PA2059	10913.95920170112	3376.9677406228025	0.0	0.0	0.0	0.0	1074	host	gene-PA2059
gene-PA0565	19758.267480197224	5349.355978508687	0.0	0.0	0.0	0.0	339	host	gene-PA0565
gene-PA5178	114692.68280456951	120067.39412036279	0.914918077026938	0.9313084474874576	0.23843919698193697	0.47999407549667283	438	host	gene-PA5178
gene-PA5547	29518.661632073497	31967.545583107203	0.642202111759293	1.3074137820497	0.16736597480462884	0.3369189183774723	624	host	gene-PA5547
gene-PA1866a	7973.8722330795945	34541.55574694181	0.0	0.0	0.0	0.0	210	host	gene-PA1866a
gene-PA4876	33975.629514860884	5256.32370062158	0.0	1.1823568115927723	0.0	0.0	345	host	osmE
gene-PA2800	23751.959843215816	100317.49700973526	4.547337506244526	3.471600851059629	1.1850935407442653	1.3419408834098472	705	host	gene-PA2800
gene-PA2450	7296.353677327734	15803.326158731546	0.0	0.4443497821345386	0.11376510705674116	0.3435251716789913	918	host	gene-PA2450
gene-PA4452	70448.77409808186	140849.0622690831	0.0	0.0	0.0	0.0	309	host	gene-PA4452
gene-PA4977	30898.75490318343	5397.118085459658	0.4770644258783319	0.0	0.06216450492743356	0.0	1680	host	aruI
gene-PA0627	24268.3067963292	8760.539501035966	3.8718272245197953	0.0	0.5045235182516348	1.0156396380074526	207	host	gene-PA0627
gene-PA3490	2953.286012251702	0.0	0.0	0.0	0.0	0.0	567	host	gene-PA3490
gene-PA4587	6434.24848778757	1742.0092955950483	1.9247556087310222	1.1755420749265315	0.0	0.0	1041	host	ccpR
gene-PA3095	9568.646679695514	0.0	0.0	0.0	0.0	0.40045220012865274	525	host	xcpZ
gene-PA5342	6271.5849024221525	9055.838585340549	2.5014614090998677	30.555288389476132	0.26076496448960895	6.430482427159545	801	host	gene-PA5342
gene-PA1196	9561.816810545124	2588.7675613339684	0.0	0.0	0.0	0.0	1401	host	gene-PA1196
gene-PA3486	16558.84468674131	13449.431471306143	0.0	0.0	0.21515527045341654	0.08662439434179757	2427	host	gene-PA3486
gene-PA2442	4477.3079383602	0.0	0.0	0.0	0.0	0.0	1122	host	gcvT2
gene-PA1847	37211.403754371444	127095.2115304141	29.45567019269291	34.864367521325335	6.78390084541429	6.648533322648786	585	host	gene-PA1847
gene-PA0334	17569.54898814148	14636.252435144834	0.646867018140111	0.9876830508462625	0.33716341655557186	0.1696831356477342	1239	host	gene-PA0334
gene-PA5082	26047.98262806001	8059.696340953089	0.890520261639553	1.359710333331688	0.0	0.46719423348342826	900	host	gene-PA5082
gene-PA2716	4064.3523518124143	5868.710927878464	0.32421854185906057	0.9900803398046272	0.1689908871813728	0.0	1236	host	gene-PA2716
gene-PA5167	36987.23867151378	12745.001743977024	2.4140609502277037	2.04775652610194	0.8388463315509108	0.2110817319955248	996	host	gene-PA5167
gene-PA2172	4664.382086202549	3367.5611452450235	0.0	0.0	0.0969697012795621	0.0	1077	host	gene-PA2172
gene-PA4769	25961.444479794027	65602.1795193856	0.5177443381625307	1.05403901808658	0.0	0.1358122771754152	774	host	gene-PA4769
gene-PA3619	13289.787055132658	14392.314894559087	0.3975536882319433	1.2140270833318643	0.0	0.0	1008	host	gene-PA3619
gene-PA4065	30421.64524942689	11459.283897089701	0.0	0.0	0.08249318189422464	0.08303215050060928	1266	host	gene-PA4065
gene-PA5196	42344.0111687675	16675.23380886846	0.0	0.0	0.0	0.0	435	host	gene-PA5196
gene-PA2705	11333.422463260338	13807.855406455166	0.3390305564617587	0.3451041455156569	0.0	0.17786582493023917	1182	host	gene-PA2705
gene-PA1842	4612.983936492328	19982.71820071014	0.0	0.0	0.0	0.0	363	host	gene-PA1842
gene-PA1703	11052.892204268745	53864.30722914194	0.3778728125768966	0.384642244223957	0.0984784236474195	0.0	2121	host	pcrD
gene-PA0146	24400.920494669797	6606.308476191057	0.0	0.0	0.09511508950645572	0.0	1098	host	gene-PA0146
gene-PA0157	17198.547953701087	6772.854068027806	0.37416817715947603	0.761742483659209	0.5850776934346689	0.49075024525570193	1071	host	gene-PA0157
gene-PA4044	31997.066922548693	55827.51446360819	0.21270388414957475	0.0	0.055433316495800626	0.0	1884	host	dxs
gene-PHIKZ257	4874.85638703556	2639.638539613457	4021.9239327541814	3871.315010184544	837.6191982711309	811.571467596977	687	phage	gene-PHIKZ257
gene-PA0309	6671.367206959024	14449.654794537411	0.5321834232905694	0.0	0.13869371617276013	0.0	753	host	gene-PA0309
gene-PA2438	8160.395560169176	7069.9090710114815	0.0	0.0	0.0	0.0	1026	host	gene-PA2438
gene-PA2449	10901.778443663508	11806.195811943002	0.26089460790221275	0.2655684244788453	0.1359848545287609	0.06843665529542405	1536	host	gene-PA2449
gene-PA3724	17897.26833877584	30284.43013885179	0.0	0.0	0.0	0.0	1497	host	lasB
gene-PA3734	27769.70429430705	18044.096285715874	0.0	0.33823640132629057	0.0	0.08716310326183362	1206	host	gene-PA3734
gene-PA0391	21271.762816904407	16586.26533580285	0.4072501196522346	0.0	0.0530672603039067	0.05341397486472122	1968	host	gene-PA0391
gene-PA4183	0.0	3874.8540100736004	0.0	0.0	0.0	0.0	468	host	gene-PA4183
gene-PA0740	13551.952808875792	3669.0575148496614	0.0	0.20632933737961884	0.15847703835825247	0.2658540782341207	1977	host	sdsA1
gene-PA2592	10617.384223394025	31209.42197244063	0.3629838022987308	0.7389730072454825	0.0	0.0	1104	host	gene-PA2592
gene-PA0316	32673.427686765168	67819.39603972722	0.6516001914435753	0.6632733333325307	0.4245380824312536	0.42731179891776977	1230	host	serA
gene-PA1879	0.0	6534.888925097099	0.0	0.0	0.18817363653709618	0.18940306762841683	555	host	gene-PA1879
gene-PA3167	13877.180958121944	71802.54336898815	2.9520008673134353	2.253663535908875	0.5769965098236927	0.48397192695106506	1086	host	serC
gene-PA5559	162259.02799871267	815341.3740266496	29.511427275264253	33.20222906972727	6.071881876633046	4.889241978314947	258	host	atpE
gene-PA4943	48872.12013822977	182457.41140521682	4.616752508499986	4.38616236558609	0.882334908647444	0.5651543146976954	1302	host	gene-PA4943
gene-PA0487	8824.8388350288	11946.19022868541	0.0	0.0	0.0	0.0	759	host	gene-PA0487
gene-PA0112	24946.192461031133	5065.451610934204	0.0	0.0	0.19448113273387035	0.2936276607088585	1074	host	gene-PA0112
gene-PA2654	9367.905840261341	11835.917703497544	0.0	0.19016927738904726	0.09737656715905676	0.09801277625526465	2145	host	gene-PA2654
gene-PA2570	9075.952135212547	29486.69393031618	0.0	0.0	0.0	0.2848745326118465	369	host	lecA
gene-PA4576	17741.37831809885	20691.151975551937	0.9797900189188234	1.3297900570481056	0.17023042914113837	0.1285069713126789	2454	host	gene-PA4576
gene-PA3269	15667.959475524816	12725.836327820667	0.0	0.0	0.12214779915565892	0.0	855	host	gene-PA3269
gene-PA3511	6592.571531286279	0.0	0.0	0.0	0.0	0.0	762	host	gene-PA3511
gene-PA5269	24268.306796329198	13140.809251553948	1.4519352091949231	1.477946014490965	0.378392638688726	0.3808648642527947	276	host	gene-PA5269
gene-PA5440	18005.5179456636	7799.706136406215	0.0	1.169643297489624	0.14972956025532386	0.37676954313179695	1395	host	gene-PA5440
gene-PA4559	29550.232393177324	103116.70318572334	0.0	0.0	0.0	0.0	510	host	lspA
gene-PA1145	11126.333348483155	8032.919941149258	0.0	0.0	0.11565489288824848	0.0	903	host	gene-PA1145
gene-PA3730	41732.415425463296	28246.59932577017	0.6241964450744529	0.6353786604353682	0.3253469416762878	0.3274725935631506	642	host	gene-PA3730
gene-PA5543	12590.324578546728	4544.941545650238	0.0	0.0	0.2617452839049834	0.0	399	host	gene-PA5543
gene-PA5230	34234.49145402172	12895.514145524941	0.0	0.3625894222217835	0.18566465471660157	0.18687769339337126	1125	host	gene-PA5230
gene-PA5373	22736.091906947928	33240.091833869665	13.60265165437199	14.95404439916724	6.451941285340151	7.065004447279947	1473	host	betB
gene-PA2130	5754.34078675847	3462.0688749798487	0.0	0.0	0.03987642927762061	0.0	2619	host	cupA3
gene-PHIKZ116	18201.2300972469	0.0	1968.8241436683159	1990.7932815193299	246.33360778636063	241.08745907201904	276	phage	gene-PHIKZ116
gene-PA5113	13204.046493486641	11699.559204609322	0.287264600528888	0.584821648744812	0.07486478012766193	0.0	1395	host	gene-PA5113
gene-PA0406	33141.40646873707	37779.82659821761	0.0	0.0	0.10878788362300874	0.0	960	host	tonB3
gene-PHIKZ_p23	0.0	9444.9566495544	749.289313895155	645.8624083325518	90.83788282521229	76.64905393087494	192	phage	gene-PHIKZ_p23
gene-PA1032	7898.647023333561	24948.94209316257	0.0	0.0	0.041052031555852346	0.04132024470667112	2544	host	quiP
gene-PA2374	12473.096230515566	3376.9677406228025	0.0	0.7596147113584849	0.0	0.0	537	host	gene-PA2374
gene-PA2721	6977.138203944646	3777.982659821761	0.8348627452870809	0.0	0.2175757672460175	0.0	480	host	gene-PA2721
gene-PHIKZ250	4360.7113774654035	4722.4783247772	2940.804020273742	3329.165769266805	403.87501795041993	418.2848371656318	384	phage	gene-PHIKZ250
gene-PA0206	25576.571313651533	8146.59333654288	0.0	0.0	0.0	0.0944462736152483	1113	host	gene-PA0206
